Date,series,OPEN,HIGH,LOW,PREV. CLOSE,ltp,close,vwap,52W H,52W L,VOLUME,VALUE,No of trades
2019-10-04,EQ,122.8,123.8,118.8,122.4,119.05,119.65,121.24,239.35,106.0,"3,57,12,218","4,32,97,96,685.55","1,22,515"
2019-10-07,EQ,120.25,120.55,116.35,119.65,117.4,117.5,118.59,239.35,106.0,"3,54,71,184","4,20,65,14,689.95","1,31,962"
2019-10-09,EQ,118.5,121.7,115.45,117.5,120.95,120.9,118.42,239.35,106.0,"4,46,66,296","5,28,93,46,768.05","1,57,065"
2019-10-10,EQ,119.3,119.7,116.2,120.9,116.8,116.8,117.54,239.35,106.0,"3,12,29,192","3,67,07,74,769.45","1,17,692"
2019-10-11,EQ,118.05,122.2,117.25,116.8,121.15,121.3,119.71,239.35,106.0,"4,10,27,561","4,91,13,21,946.75","1,33,759"
2019-10-14,EQ,122.6,130,122.5,121.3,127.4,127.85,127.75,239.35,106.0,"6,80,48,611","8,69,33,41,103.15","2,26,951"
2019-10-15,EQ,127.1,128.9,123.7,127.85,126.55,126.95,126.05,239.35,106.0,"5,75,48,920","7,25,39,69,725.15","1,88,137"
2019-10-16,EQ,127.3,128.3,124.5,126.95,125.9,125.85,126.33,239.35,106.0,"3,15,22,518","3,98,23,36,571.30","1,16,464"
2019-10-17,EQ,127.1,144.35,125.1,125.85,142.55,139.5,134.19,239.35,106.0,"6,79,33,615","9,11,57,77,154.05","2,19,228"
2019-10-18,EQ,139,141.8,135.6,139.5,136.6,136.85,137.97,239.35,106.0,"6,48,84,113","8,95,23,72,033.35","2,48,963"
2019-10-22,EQ,133.35,135.6,129.8,136.85,131.35,131.75,132.75,239.35,106.0,"5,35,32,482","7,10,63,69,429.80","2,31,910"
2019-10-23,EQ,130.45,133.8,127.25,131.75,132.3,132.65,131.2,239.35,106.0,"5,02,93,574","6,59,87,19,793.15","1,75,970"
2019-10-24,EQ,133,135.15,130.5,132.65,133.85,133.5,133.14,239.35,106.0,"4,19,51,668","5,58,55,49,982.20","1,54,844"
2019-10-25,EQ,132,133,125.7,133.5,126.25,126.85,129.15,239.35,106.0,"4,28,68,958","5,53,63,56,176.70","1,54,653"
2019-10-27,EQ,139.5,150.7,139.5,126.85,149.5,147.7,147.72,239.35,106.0,"3,94,90,461","5,83,34,20,997.70","1,63,321"
2019-10-29,EQ,151.9,175.5,151.2,147.7,172.15,172.45,166.77,239.35,106.0,"18,44,35,614","30,75,87,51,424.05","7,20,492"
2019-10-30,EQ,175,175.65,166.55,172.45,172.5,171.9,171.14,239.35,106.0,"9,07,59,545","15,53,25,32,656.10","4,00,940"
2019-10-31,EQ,169.8,179.65,168.95,171.9,177.8,177.7,176.2,239.35,106.0,"8,13,92,641","14,34,13,49,128.95","3,46,207"
2019-11-01,EQ,175.2,178,172.4,177.7,175,175.05,175.64,239.35,106.0,"4,06,13,555","7,13,32,68,708.10","1,83,649"
2019-11-04,EQ,171.6,178.45,170.85,175.05,172.25,172.2,174.09,239.35,106.0,"4,06,41,411","7,07,53,54,251.85","1,93,894"
2019-11-05,EQ,173.25,175.75,169.95,172.2,171.75,172,173.16,239.35,106.0,"3,62,68,596","6,28,03,23,319.30","1,73,036"
2019-11-06,EQ,172,176.35,170.5,172,174.2,174.5,173.77,239.35,106.0,"2,89,23,778","5,02,60,96,172.40","1,37,001"
2019-11-07,EQ,174.7,174.7,167.6,174.5,171.35,171.5,171.01,239.35,106.0,"3,86,25,387","6,60,52,13,514.90","1,62,464"
2019-11-08,EQ,170.75,178.9,167.8,171.5,169.5,169.05,172.68,239.35,106.0,"3,91,02,947","6,75,24,73,268.55","1,64,139"
2019-11-11,EQ,169.2,172.95,169.05,169.05,171.95,172,170.76,239.35,106.0,"2,21,92,924","3,78,96,57,620.95","94,840"
2019-11-13,EQ,171.5,176,169.4,172,170.2,170.6,172.82,239.35,106.0,"3,39,26,248","5,86,31,39,806.80","1,40,493"
2019-11-14,EQ,170.2,170.3,165.5,170.6,167,167.05,167.25,239.35,106.0,"2,54,33,481","4,25,36,73,835.00","1,10,113"
2019-11-15,EQ,169,173.4,167.35,167.05,168.9,168.55,170.31,239.35,106.0,"2,96,14,682","5,04,36,31,607.95","1,25,405"
2019-11-18,EQ,172.1,172.1,169.25,168.55,170.2,170.1,170.5,239.35,106.0,"1,90,53,232","3,24,86,53,468.20","86,849"
2019-11-19,EQ,170.8,171.75,167.1,170.1,167.9,167.75,168.8,239.35,106.0,"1,95,99,195","3,30,84,11,389.80","93,852"
2019-11-20,EQ,167.75,170.2,166.2,167.75,167.3,167.4,168.21,239.35,106.0,"1,95,04,078","3,28,07,18,229.20","82,289"
2019-11-21,EQ,166.95,170.1,163,167.4,164.3,164.15,166.91,239.35,106.0,"2,16,09,120","3,60,68,78,466.60","1,05,085"
2019-11-22,EQ,164.9,165.25,160.55,164.15,162.25,162.35,162.25,239.35,106.0,"2,12,00,979","3,43,98,09,964.85","1,04,018"
2019-11-25,EQ,160.7,166.6,159.9,162.35,166,166.1,163.96,239.35,106.0,"2,61,31,453","4,28,43,84,154.70","1,04,799"
2019-11-26,EQ,166.65,167.3,162.55,166.1,163.7,163.4,164.92,239.35,106.0,"2,55,20,822","4,20,87,84,994.85","1,08,159"
2019-11-27,EQ,165.3,169.3,165,163.4,165.9,165.9,167.14,239.35,106.0,"2,95,27,702","4,93,51,44,661.45","1,30,558"
2019-11-28,EQ,165.75,166.3,163.55,165.9,165.9,164.8,164.77,239.35,106.0,"1,66,09,775","2,73,68,04,603.50","82,120"
2019-11-29,EQ,164.8,167.75,160.6,164.8,160.95,161.5,164.33,239.35,106.0,"2,00,10,205","3,28,82,41,324.70","1,01,159"
2019-12-02,EQ,160.95,163,158.95,161.5,160.8,161.05,161.21,239.35,106.0,"1,94,41,998","3,13,42,96,770.90","1,02,827"
2019-12-03,EQ,162.95,162.95,157.4,161.05,158.5,158.2,159.62,239.35,106.0,"2,11,56,471","3,37,70,33,138.30","99,879"
2019-12-04,EQ,158.5,170.35,157.7,158.2,169.3,169.4,165.83,239.35,106.0,"7,20,84,687","11,95,40,40,386.40","3,18,152"
2019-12-05,EQ,170.35,172.2,165.2,169.4,166.3,166.1,168.13,239.35,106.0,"3,17,87,128","5,34,44,14,968.50","1,47,993"
2019-12-06,EQ,167,168,160.05,166.1,161.05,161.5,163.09,239.35,106.0,"2,77,27,162","4,52,20,95,222.55","1,14,304"
2019-12-09,EQ,162,166.45,159.75,161.5,161.2,160.5,163.56,239.35,106.0,"3,09,20,409","5,05,74,22,151.05","1,62,808"
2019-12-10,EQ,162.15,163.25,159.05,160.5,160.1,159.7,160.8,239.35,106.0,"2,62,59,395","4,22,24,43,036.85","1,38,289"
2019-12-11,EQ,160.4,163,157.4,159.7,162.4,161.8,160.18,239.35,106.0,"2,11,54,277","3,38,84,17,674.85","1,12,653"
2019-12-12,EQ,163.45,174.9,162.5,161.8,172.9,173.35,170.24,239.35,106.0,"6,61,38,915","11,25,91,63,467.70","2,67,724"
2019-12-13,EQ,177.25,183.95,175.5,173.35,176.8,176.7,179.29,239.35,106.0,"9,30,19,636","16,67,71,46,591.75","3,75,480"
2019-12-16,EQ,177,178.8,173.35,176.7,175.5,174.95,175.33,239.35,106.0,"2,62,49,975","4,60,24,79,341.40","1,17,697"
2019-12-17,EQ,176,181.15,175.35,174.95,180.1,180.2,178.85,239.35,106.0,"3,82,13,263","6,83,44,43,415.65","1,79,455"
2019-12-18,EQ,182.1,184.5,170.45,180.2,175,174.8,179.36,239.35,106.0,"6,38,61,334","11,45,38,87,181.70","2,64,802"
2019-12-19,EQ,174.65,180.2,174,174.8,179.1,179.15,177.58,239.35,106.0,"5,34,66,924","9,49,45,85,724.05","2,27,769"
2019-12-20,EQ,180.4,181.7,174.85,179.15,176.55,175.95,178.03,239.35,106.0,"4,88,18,008","8,69,09,00,247.45","1,61,184"
2019-12-23,EQ,176.85,179,174.15,175.95,176,176.05,176.1,239.35,106.0,"2,71,92,195","4,78,84,80,374.10","1,25,049"
2019-12-24,EQ,177.65,178,174.65,176.05,175.4,175.5,176.13,239.35,106.0,"2,05,60,311","3,62,11,94,249.85","95,500"
2019-12-26,EQ,175.9,176.45,174.1,175.5,174.6,174.6,175.07,239.35,106.0,"1,87,85,333","3,28,87,42,249.25","79,763"
2019-12-27,EQ,176,176.95,174.85,174.6,176.3,176.15,175.84,239.35,106.0,"1,20,95,797","2,12,69,76,078.70","60,658"
2019-12-30,EQ,177.2,184.35,176.3,176.15,183.75,183.7,180.59,239.35,106.0,"4,09,48,394","7,39,46,66,050.80","1,76,486"
2019-12-31,EQ,184,187.9,181.55,183.7,184.65,185.15,184.83,239.35,106.0,"5,28,69,996","9,77,18,84,964.20","2,08,099"
2020-01-01,EQ,185.15,186.7,183.6,185.15,184.25,184.45,185.11,239.35,106.0,"2,59,68,357","4,80,69,46,139.50","99,072"
2020-01-02,EQ,185,194.7,184.6,184.45,193.85,193.75,190.57,239.35,106.0,"5,72,89,863","10,91,75,48,856.05","2,51,258"
2020-01-03,EQ,192.9,195.65,189.25,193.75,191.25,191.1,192,239.35,106.0,"4,75,72,728","9,13,41,39,872.65","1,85,614"
2020-01-06,EQ,191,191,185.05,191.1,185.4,185.65,187.3,239.35,106.0,"2,86,21,212","5,36,08,00,535.45","1,38,113"
2020-01-07,EQ,187,189.4,182.3,185.65,184.35,184.7,185.41,239.35,106.0,"3,49,95,035","6,48,83,09,028.40","1,33,404"
2020-01-08,EQ,180.2,184.2,180.2,184.7,182.75,182.55,182.39,239.35,106.0,"2,18,62,695","3,98,75,42,675.35","96,592"
2020-01-09,EQ,184.85,192.75,184.25,182.55,192.4,192,189.24,239.35,106.0,"4,08,03,142","7,72,15,16,796.10","1,69,349"
2020-01-10,EQ,192,199,190,192,194.25,196.35,193.86,239.35,106.0,"6,02,52,338","11,68,04,58,447.90","2,33,758"
2020-01-13,EQ,194.75,197.75,191.4,196.35,195.9,196.25,194.56,239.35,106.0,"4,05,35,961","7,88,68,57,391.10","1,53,824"
2020-01-14,EQ,195.7,198.25,193.6,196.25,195.2,195.85,196.42,239.35,106.0,"2,98,67,542","5,86,66,92,361.15","1,21,231"
2020-01-15,EQ,195,201.7,194,195.85,199.7,200.35,198.74,239.35,106.0,"3,84,85,962","7,64,86,01,826.60","1,64,803"
2020-01-16,EQ,199.5,200.6,196.9,200.35,197.25,197.55,198.68,239.35,106.0,"2,81,18,140","5,58,64,88,029.45","1,43,016"
2020-01-17,EQ,197.25,199.45,195.7,197.55,196.7,197.3,198.1,239.35,106.0,"1,82,04,088","3,60,61,75,524.30","90,448"
2020-01-20,EQ,198,201.45,194.3,197.3,195.55,195,197.2,239.35,106.0,"2,89,76,013","5,71,40,78,437.75","1,24,160"
2020-01-21,EQ,195.5,196.4,190.2,195,190.25,191.4,193.54,239.35,106.0,"2,08,59,400","4,03,70,92,241.75","1,01,560"
2020-01-22,EQ,191.95,192.5,184.25,191.4,185.6,185.6,186.78,239.35,106.0,"3,29,52,072","6,15,49,45,525.95","1,47,905"
2020-01-23,EQ,186.75,190.4,183.8,185.6,188.1,188.4,187.77,239.35,106.0,"3,30,32,086","6,20,24,32,630.90","1,41,362"
2020-01-24,EQ,188,191,185,188.4,186.9,186.5,188.92,239.35,106.0,"2,17,91,825","4,11,68,93,852.40","1,03,503"
2020-01-27,EQ,185.7,186.9,180.85,186.5,182.35,182.2,183.6,239.35,106.0,"3,01,32,428","5,53,22,77,345.25","1,35,488"
2020-01-28,EQ,183.9,184.3,174.9,182.2,176.4,176.1,179.62,239.35,106.0,"3,82,83,588","6,87,64,01,466.00","1,89,737"
2020-01-29,EQ,178.8,188.9,178.55,176.1,188.1,188.05,184.96,239.35,106.0,"6,15,85,660","11,39,10,13,391.10","2,83,929"
2020-01-30,EQ,190.95,192.55,184.25,188.05,186.3,186.2,188.16,239.35,106.0,"7,09,00,581","13,34,06,38,383.20","2,91,552"
2020-01-31,EQ,186.3,188.35,175.95,186.2,176.9,176.6,180.14,239.35,106.0,"7,56,21,897","13,62,25,83,612.15","3,08,408"
2020-02-01,EQ,175.4,178.8,163.7,176.6,165.4,165.6,172.07,239.35,106.0,"4,25,15,114","7,31,57,32,244.80","2,33,423"
2020-02-03,EQ,163.5,168.3,159.55,165.6,164.4,163.85,163.79,239.35,106.0,"6,66,16,190","10,91,13,02,308.80","3,11,155"
2020-02-04,EQ,166.55,168.6,161.2,163.85,166.35,165.7,165.32,239.35,106.0,"4,90,34,642","8,10,65,25,605.95","2,24,465"
2020-02-05,EQ,167.4,184.95,166.6,165.7,183.4,183.75,177.48,239.35,106.0,"9,29,82,265","16,50,23,92,134.00","3,57,445"
2020-02-06,EQ,182,183.4,175.75,183.75,178.5,178.85,179.03,239.35,106.0,"6,18,21,140","11,06,77,57,265.40","2,56,544"
2020-02-07,EQ,177.4,178.15,173,178.85,173.5,173.6,175.19,239.35,106.0,"4,51,95,760","7,91,80,66,883.85","1,80,734"
2020-02-10,EQ,173.2,173.2,168,173.6,169,168.9,169.44,239.35,106.0,"3,32,79,372","5,63,90,13,357.20","1,55,885"
2020-02-11,EQ,171.85,175.15,168.4,168.9,170.05,169.75,172.5,239.35,106.0,"4,28,68,276","7,39,48,06,327.20","1,70,810"
2020-02-12,EQ,173,173.3,169,169.75,171.1,170.95,170.83,239.35,106.0,"3,46,21,395","5,91,42,62,730.25","1,36,834"
2020-02-13,EQ,171.35,172.35,168.1,170.95,169.65,169.5,169.7,239.35,106.0,"2,50,49,848","4,25,08,82,168.25","99,951"
2020-02-14,EQ,172,176.2,168.3,169.5,169.65,169.1,172.52,239.35,106.0,"5,66,76,430","9,77,76,17,788.55","2,33,526"
2020-02-17,EQ,170.4,171.35,166.35,169.1,170,169.1,168.83,239.35,106.0,"3,28,93,274","5,55,34,81,163.50","1,42,023"
2020-02-18,EQ,168,168,158.6,169.1,162.55,161.6,162.25,239.35,106.0,"5,27,44,122","8,55,77,86,349.95","2,08,214"
2020-02-19,EQ,162.85,164.6,153.05,161.6,158.1,158.05,157.33,239.35,106.0,"7,89,14,233","12,41,54,30,958.40","3,21,799"
2020-02-19,EQ,162.85,164.6,153.05,161.6,158.1,158.05,157.33,239.35,106.0,"7,89,14,233","12,41,54,30,958.40","3,21,799"
2020-02-19,EQ,162.85,164.6,153.05,161.6,158.1,158.05,157.33,239.35,106.0,"7,89,14,233","12,41,54,30,958.40","3,21,799"
2020-02-19,EQ,162.85,164.6,153.05,161.6,158.1,158.05,157.33,239.35,106.0,"7,89,14,233","12,41,54,30,958.40","3,21,799"
2020-02-19,EQ,162.85,164.6,153.05,161.6,158.1,158.05,157.33,239.35,106.0,"7,89,14,233","12,41,54,30,958.40","3,21,799"
2020-02-20,EQ,157.95,162.3,156,158.05,158.75,158.5,159.44,239.35,106.0,"5,43,28,194","8,66,21,56,731.75","2,05,410"
2020-02-24,EQ,154,155.9,149.6,158.5,150.6,150.65,153.41,239.35,106.0,"3,97,06,007","6,09,14,47,107.90","1,91,095"
2020-02-25,EQ,152.2,153.4,147.45,150.65,150.45,149.9,149.93,239.35,106.0,"5,27,19,851","7,90,40,55,121.55","1,99,104"
2020-02-26,EQ,146.9,147.9,143.7,149.9,144.5,144.55,145.64,239.35,106.0,"4,76,05,927","6,93,31,04,207.95","2,18,833"
2020-02-27,EQ,144.15,146.75,141.1,144.55,145.3,145.25,143.41,239.35,106.0,"5,13,28,153","7,36,12,02,476.30","1,80,842"
2020-02-28,EQ,138.85,139.6,127.05,145.25,129.65,128.95,132.43,239.35,106.0,"9,44,69,619","12,51,02,76,083.70","3,41,462"
2020-03-02,EQ,133,133.9,123.8,128.95,125.1,125.4,128.88,239.35,106.0,"11,15,85,697","14,38,14,75,114.05","3,40,443"
2020-03-03,EQ,127.5,131.4,125.25,125.4,130.4,130.35,127.87,239.35,106.0,"8,67,65,576","11,09,49,77,773.95","2,87,946"
2020-03-03,EQ,127.5,131.4,125.25,125.4,130.4,130.35,127.87,239.35,106.0,"8,67,65,576","11,09,49,77,773.95","2,87,946"
2020-03-03,EQ,127.5,131.4,125.25,125.4,130.4,130.35,127.87,239.35,106.0,"8,67,65,576","11,09,49,77,773.95","2,87,946"
2020-03-03,EQ,127.5,131.4,125.25,125.4,130.4,130.35,127.87,239.35,106.0,"8,67,65,576","11,09,49,77,773.95","2,87,946"
2020-03-03,EQ,127.5,131.4,125.25,125.4,130.4,130.35,127.87,239.35,106.0,"8,67,65,576","11,09,49,77,773.95","2,87,946"
2020-03-04,EQ,129.6,129.6,120.55,130.35,126.4,126.2,124.9,239.35,106.0,"9,75,46,902","12,18,36,11,418.40","2,94,498"
2020-03-04,EQ,129.6,129.6,120.55,130.35,126.4,126.2,124.9,239.35,106.0,"9,75,46,902","12,18,36,11,418.40","2,94,498"
2020-03-04,EQ,129.6,129.6,120.55,130.35,126.4,126.2,124.9,239.35,106.0,"9,75,46,902","12,18,36,11,418.40","2,94,498"
2020-03-04,EQ,129.6,129.6,120.55,130.35,126.4,126.2,124.9,239.35,106.0,"9,75,46,902","12,18,36,11,418.40","2,94,498"
2020-03-04,EQ,129.6,129.6,120.55,130.35,126.4,126.2,124.9,239.35,106.0,"9,75,46,902","12,18,36,11,418.40","2,94,498"
2020-03-05,EQ,127.55,129.15,124.25,126.2,124.75,125.75,126.45,239.35,106.0,"8,77,95,649","11,10,20,25,232.35","2,68,826"
2020-03-06,EQ,115,117.3,112.8,125.75,113.8,114.2,114.92,239.35,106.0,"8,39,71,462","9,64,99,59,731.30","3,31,758"
2020-03-09,EQ,109,109.85,104.25,114.2,104.9,105.7,107.19,239.35,104.25,"8,15,50,460","8,74,16,34,311.05","2,84,834"
2020-03-11,EQ,104.85,106.5,97.8,105.7,98.35,98.9,101.88,239.35,97.8,"11,11,48,611","11,32,39,26,446.30","3,35,274"
2020-03-12,EQ,91.1,94.9,84.1,98.9,88.95,88,89.33,239.35,84.1,"14,35,51,005","12,82,31,34,333.10","4,83,314"
2020-03-13,EQ,81.9,94.15,78.05,88,90.5,89.75,87.17,239.35,78.05,"10,61,53,102","9,25,32,11,498.25","4,28,426"
2020-03-16,EQ,85.6,87.65,82.2,89.75,82.6,82.95,84.99,239.35,78.05,"7,37,07,690","6,26,46,95,282.20","2,80,638"
2020-03-17,EQ,83.05,85,77.4,82.95,77.5,77.95,81.57,239.35,77.4,"7,18,49,223","5,86,08,81,651.10","2,94,238"
2020-03-18,EQ,79.9,80.45,75.1,77.95,75.4,75.5,77.29,239.35,75.1,"7,01,34,169","5,42,09,35,074.25","2,55,759"
2020-03-19,EQ,70,76.5,68.75,75.5,72.9,72.95,72.83,239.35,68.75,"6,81,24,538","4,96,13,45,452.90","2,58,513"
2020-03-20,EQ,74,79.6,72.65,72.95,77.8,77.3,76.07,239.35,68.75,"8,60,44,637","6,54,53,78,298.55","2,60,134"
2020-03-23,EQ,70,72,66,77.3,66.7,66.2,68.84,239.35,66.0,"3,41,84,331","2,35,32,25,185.20","2,05,748"
2020-03-24,EQ,69.9,71.5,63.5,66.2,68.95,68.55,67.98,239.35,63.5,"4,95,53,202","3,36,84,02,736.20","2,31,290"
2020-03-25,EQ,67.75,71.7,67.25,68.55,70.1,70.25,69.25,239.35,63.5,"5,77,16,006","3,99,67,50,125.95","2,21,008"
2020-03-26,EQ,71.45,73.5,68.3,70.25,70.95,70.8,70.9,239.35,63.5,"6,38,22,905","4,52,51,09,545.40","2,40,944"
2020-03-27,EQ,72.05,75.9,69.35,70.8,70.7,70.7,72.09,239.35,63.5,"5,88,24,452","4,24,07,53,903.30","2,21,468"
2020-03-30,EQ,68.8,70,67.25,70.7,68.4,68.15,68.6,239.35,63.5,"3,52,78,179","2,42,01,05,926.65","1,45,591"
2020-03-31,EQ,70.6,71.5,68.2,68.15,70.75,71.05,70.08,239.35,63.5,"4,61,66,723","3,23,55,87,579.60","1,76,816"
2020-04-01,EQ,70.5,71.65,67.55,71.05,67.95,67.95,69.14,239.35,63.5,"3,81,67,981","2,63,90,50,316.25","1,58,063"
2020-04-03,EQ,66.9,66.9,64.8,67.95,65.45,65.3,65.5,239.35,63.5,"3,53,46,490","2,31,51,41,908.30","1,61,810"
2020-04-07,EQ,68.55,69.3,66.9,65.3,67.2,67.25,67.81,239.35,63.5,"4,20,70,735","2,85,26,89,753.50","1,49,087"
2020-04-08,EQ,66.5,71.6,65.4,67.25,67.75,67.6,68.76,239.35,63.5,"8,21,82,403","5,65,11,85,283.15","2,48,580"
2020-04-09,EQ,69.6,76.25,69.1,67.6,74.5,74.6,73.81,239.35,63.5,"11,26,80,750","8,31,74,23,006.45","3,50,425"
2020-04-13,EQ,76,77.6,72.7,74.6,74.5,74.25,74.47,239.35,63.5,"7,04,14,018","5,24,33,81,173.05","2,56,322"
2020-04-15,EQ,75.4,78.7,71.95,74.25,73.1,72.9,75.43,239.35,63.5,"8,11,26,343","6,11,90,55,679.55","2,77,572"
2020-04-16,EQ,71.75,75.4,71,72.9,75.1,74.65,73.69,239.35,63.5,"4,79,10,556","3,53,04,29,563.40","1,52,202"
2020-04-17,EQ,78.3,78.3,74.7,74.65,76.85,76.85,76.11,239.35,63.5,"5,83,36,227","4,44,00,93,616.10","1,86,796"
2020-04-20,EQ,76.85,83.4,75.5,76.85,80.1,80.45,80.94,239.35,63.5,"12,54,27,754","10,15,24,71,072.75","4,00,016"
2020-04-21,EQ,78,78,74,80.45,74.45,74.65,75.47,239.35,63.5,"5,82,49,560","4,39,62,12,525.25","2,23,568"
2020-04-22,EQ,74.45,76.55,72.55,74.65,76.15,75.9,74.34,239.35,63.5,"5,65,29,909","4,20,26,65,230.00","1,83,754"
2020-04-23,EQ,76.75,78.65,75.4,75.9,75.9,75.65,76.94,239.35,63.5,"5,03,72,620","3,87,58,96,447.15","1,61,989"
2020-04-24,EQ,75,76.9,74,75.65,74.3,74.2,75.51,239.35,63.5,"4,00,54,235","3,02,43,43,540.85","1,29,250"
2020-04-27,EQ,75.9,76.2,74.8,74.2,75.15,75.25,75.4,218.65,63.5,"2,78,35,405","2,09,88,69,538.60","93,555"
2020-04-28,EQ,75.65,78.2,75.2,75.25,76.85,76.95,76.83,218.65,63.5,"3,48,25,466","2,67,57,37,156.65","1,07,365"
2020-04-29,EQ,77.45,79.3,76.55,76.95,78.15,78.15,78.07,218.65,63.5,"4,07,85,025","3,18,41,01,597.95","1,33,880"
2020-04-30,EQ,85.95,93.75,85.95,78.15,93.75,93.25,89.27,218.65,63.5,"17,06,45,234","15,23,39,02,188.60","5,19,684"
2020-05-04,EQ,87,87.2,81.5,93.25,84.05,83.9,84.1,204.5,63.5,"9,11,67,307","7,66,68,46,446.55","3,27,945"
2020-05-05,EQ,86,86.8,80.4,83.9,81,80.9,84.32,204.5,63.5,"5,71,23,018","4,81,63,72,491.95","1,94,041"
2020-05-06,EQ,81.55,83.95,80.35,80.9,83.7,83.2,82.54,204.5,63.5,"5,37,39,428","4,43,57,43,139.40","1,66,733"
2020-05-07,EQ,82.9,84.65,82.1,83.2,82.55,82.5,83.28,204.5,63.5,"3,11,60,671","2,59,50,15,270.60","1,19,183"
2020-05-08,EQ,84.5,84.95,80.55,82.5,81.2,81.05,82.46,204.5,63.5,"3,53,63,226","2,91,61,75,375.35","1,35,944"
2020-05-11,EQ,81.45,90.65,81.4,81.05,85.85,86.1,86.95,201.7,63.5,"15,25,92,033","13,26,78,42,790.60","4,70,511"
2020-05-12,EQ,85.95,87.7,83.5,86.1,86.45,86.2,85.02,201.7,63.5,"7,75,52,355","6,59,37,67,114.50","2,45,351"
2020-05-13,EQ,92.5,92.5,86.25,86.2,88,87.2,88.65,201.7,63.5,"6,80,86,246","6,03,60,02,630.40","2,37,994"
2020-05-14,EQ,83.95,85.3,82.55,87.2,83.9,83.8,84.09,201.7,63.5,"4,63,41,703","3,89,67,26,738.70","1,73,963"
2020-05-15,EQ,84.7,85.35,82.8,83.8,84.15,84.35,83.91,201.7,63.5,"3,85,94,210","3,23,83,66,014.30","1,24,113"
2020-05-18,EQ,84.5,84.5,79.6,84.35,80.9,80.65,81.14,201.7,63.5,"4,42,21,575","3,58,81,81,738.75","1,63,410"
2020-05-19,EQ,82.5,85.65,81.5,80.65,82.3,81.8,83.66,201.7,63.5,"6,53,79,359","5,46,94,27,810.40","1,94,462"
2020-05-20,EQ,81.25,84.4,80.7,81.8,83.65,83.45,82.97,201.7,63.5,"3,63,51,616","3,01,59,14,660.45","1,16,445"
2020-05-21,EQ,83.1,85.2,82.9,83.45,83.95,84.1,84.26,201.7,63.5,"3,72,90,910","3,14,21,96,365.85","1,19,854"
2020-05-22,EQ,83.4,83.9,82,84.1,83.05,82.8,82.82,201.7,63.5,"2,92,52,936","2,42,28,31,924.30","96,301"
2020-05-26,EQ,83.9,85.7,82.6,82.8,83.25,83.1,84.1,201.7,63.5,"3,80,18,351","3,19,72,22,250.60","1,16,618"
2020-05-27,EQ,84.1,86,84,83.1,84.7,84.55,84.95,201.7,63.5,"5,79,58,863","4,92,34,19,055.20","1,44,270"
2020-05-28,EQ,86,88.15,84.55,84.55,87.15,87,86.48,201.7,63.5,"9,61,83,461","8,31,77,54,409.30","2,54,053"
2020-05-29,EQ,85.55,87.5,84.65,87,86.7,87,85.84,201.7,63.5,"8,08,19,025","6,93,72,84,941.50","2,10,894"
2020-06-01,EQ,88.9,91.2,88,87,89.6,89.55,90.03,201.7,63.5,"7,10,81,216","6,39,91,89,823.50","2,07,071"
2020-06-02,EQ,90,97.3,89.75,89.55,96.15,96.5,94.26,201.7,63.5,"12,54,10,755","11,82,13,93,581.20","3,47,165"
2020-06-03,EQ,100,101.45,97.4,96.5,98.5,98.75,100.15,201.7,63.5,"9,06,00,115","9,07,37,98,058.20","2,96,653"
2020-06-04,EQ,99,101.4,96.8,98.75,98.75,98.5,99.23,201.7,63.5,"7,20,80,989","7,15,25,72,719.60","2,09,721"
2020-06-05,EQ,100.45,112.45,99.05,98.5,111.95,110.75,106.99,201.7,63.5,"18,72,12,583","20,02,93,78,696.30","5,03,188"
2020-06-08,EQ,114,119.15,113.35,110.75,115.65,115.45,115.87,201.7,63.5,"13,69,48,454","15,86,81,33,689.75","4,13,849"
2020-06-09,EQ,117.45,117.9,110.25,115.45,111.25,111.45,114,201.7,63.5,"7,94,74,755","9,05,98,96,597.20","2,56,089"
2020-06-10,EQ,111,113,108.5,111.45,112.2,111.4,111.02,201.7,63.5,"8,40,38,803","9,33,03,35,106.05","2,68,868"
2020-06-11,EQ,109.9,111.15,105,111.4,106.1,106.15,109.05,201.7,63.5,"5,54,88,921","6,05,08,06,894.65","1,87,716"
2020-06-12,EQ,98,106.25,98,106.15,104.75,105.3,101.92,201.7,63.5,"9,29,97,378","9,47,83,05,551.90","2,88,327"
2020-06-15,EQ,104.65,104.65,100.05,105.3,100.65,100.5,101.81,201.7,63.5,"6,93,20,247","7,05,71,51,337.20","2,23,353"
2020-06-16,EQ,102,103.5,92,100.5,94.6,94.75,96.73,201.7,63.5,"21,54,78,234","20,84,34,20,253.70","6,28,969"
2020-06-17,EQ,93,96.4,91.8,94.75,95.35,95.4,94.59,201.7,63.5,"11,08,31,825","10,48,39,23,104.05","2,98,090"
2020-06-18,EQ,95,97.2,94.15,95.4,96.5,96.35,96.14,201.7,63.5,"5,89,64,763","5,66,88,76,582.75","1,97,722"
2020-06-19,EQ,96.5,103.9,95.6,96.35,101.9,102.5,100.87,201.7,63.5,"13,54,63,691","13,66,42,18,657.35","3,78,796"
2020-06-22,EQ,102.35,104.9,101,102.5,102.55,102.65,103.22,201.7,63.5,"6,85,49,914","7,07,59,05,878.55","2,27,836"
2020-06-23,EQ,103,106,101.9,102.65,104.4,104.4,103.78,201.7,63.5,"6,86,38,635","7,12,34,23,356.00","1,92,404"
